feature	gene_symbol1	gene_symbol2	grouping	score
actin_eccentricity	vYDn	jLcQ	non_sig	0.5016897066936861
actin_eccentricity	UCjg	EsFd	non_sig	-0.7033616685084577
actin_eccentricity	PE1m	urpS	non_sig	0.8234595937083747
actin_eccentricity	gj45	79BQ	non_sig	-0.030083903036392735
actin_eccentricity	bs3C	C3de	non_sig	0.3290686825736199
actin_eccentricity	JYqz	WFZC	non_sig	-0.5250519235242003
actin_eccentricity	Xq3g	qP4W	non_sig	-0.21210084859935985
actin_eccentricity	13SN	VUwj	non_sig	-0.2524783788377088
actin_eccentricity	DO2S	cP7d	non_sig	-1.6898012245086322
actin_eccentricity	RpC8	bE6v	non_sig	0.18654330854214654
actin_eccentricity	lbXU	Wpan	non_sig	-0.3574798434176838
actin_eccentricity	hb13	Hukw	non_sig	-1.3825930403235476
actin_eccentricity	RLIj	m51R	non_sig	0.15469089485167184
actin_eccentricity	aWoO	zC5f	non_sig	0.4408201317258981
actin_eccentricity	RDh5	E2tk	non_sig	-0.021305702884362284
actin_eccentricity	pz2m	SLIs	non_sig	-0.40087976870384234
actin_eccentricity	lL6F	Qk4F	non_sig	0.32274968791447384
actin_eccentricity	fnRN	g58S	non_sig	-0.4915676620541581
actin_eccentricity	302P	1Z22	non_sig	1.140487464924632
actin_eccentricity	32EB	DPHH	non_sig	0.22015139566364716
actin_eccentricity	tJHR	dSP9	non_sig	-0.2505808782164258
actin_eccentricity	MCJq	FROv	non_sig	-0.028218601394538793
actin_eccentricity	b1WQ	0XUz	non_sig	0.23648045784722557
actin_eccentricity	r14L	LrG4	non_sig	-0.05458857990887576
actin_eccentricity	hhvS	Dr7q	non_sig	-0.8825930088688694
actin_eccentricity	RzPG	YAQ3	non_sig	-0.46600474641611367
actin_eccentricity	lfdZ	LgwB	non_sig	0.0808213959244783
actin_eccentricity	wOXE	BbD9	non_sig	-0.48361393600539515
actin_eccentricity	jbTG	6gbO	non_sig	-0.16057019480288753
actin_eccentricity	ZVwR	64DM	non_sig	0.8716697971817554
actin_eccentricity	1k7L	GeBl	non_sig	0.6472824146969656
actin_eccentricity	JnC0	UPnu	non_sig	0.03225855741139704
actin_eccentricity	jikx	opct	non_sig	0.28644728499707744
actin_eccentricity	IJ6y	uOcw	non_sig	0.4330984347337351
actin_eccentricity	M6wu	Ovqy	non_sig	-0.5513028878495783
actin_eccentricity	272m	ddJV	non_sig	0.5248263259545085
actin_eccentricity	VEvh	CPMP	non_sig	4.1371112227228
actin_eccentricity	ebeM	A8Sg	non_sig	-0.41656495672976235
actin_eccentricity	mHrq	BeVL	non_sig	0.36688456913268286
actin_eccentricity	mC1p	cHFJ	non_sig	-0.3878997916224645
actin_eccentricity	hyLz	N3oa	non_sig	1.0767541898847786
actin_eccentricity	sSUS	vNqe	non_sig	2.416617479383055
actin_eccentricity	QN3i	lcTR	non_sig	0.4236947323017323
actin_eccentricity	M0Ox	rhUv	non_sig	-1.3469562933888277
actin_eccentricity	FdPF	MV6H	non_sig	0.5175814079075431
actin_eccentricity	0NKe	YP25	non_sig	0.0974586453289578
actin_eccentricity	XoqG	X0ik	non_sig	0.302305229498825
actin_eccentricity	CKAy	MNkB	non_sig	-0.10360203456648029
actin_eccentricity	9PxH	En0s	non_sig	-0.5009443804126118
actin_eccentricity	4mNl	vwfF	non_sig	-0.05842370154304369
actin_eccentricity	p1Xt	pccH	non_sig	-0.12284311522415445
actin_eccentricity	fhyA	O48o	non_sig	-0.3200234259133313
actin_eccentricity	LDe8	iXJf	non_sig	2.1736830981086133
actin_eccentricity	n76Y	y7e8	non_sig	-0.241694296365828
actin_eccentricity	6zqI	Zq5I	non_sig	-0.12170715887408545
actin_eccentricity	db9v	m6DS	non_sig	-0.1013656892677373
actin_eccentricity	SwwD	rsZj	non_sig	0.40438139002496104
actin_eccentricity	QHHm	fHpm	non_sig	-0.1929037102263928
actin_eccentricity	2wDm	PU6n	non_sig	1.1916381303503323
actin_eccentricity	JvVf	2pQi	non_sig	-0.8475114584823275
actin_eccentricity	mP8Q	rYea	non_sig	0.4730441631778383
actin_eccentricity	NKOj	3NNJ	non_sig	-0.5391902369290281
actin_eccentricity	qv9p	Ynxg	non_sig	-3.029985111122161
actin_eccentricity	B5vr	n8pv	non_sig	-0.4891220890950261
actin_eccentricity	oajl	vvTC	non_sig	0.007822993506507578
actin_eccentricity	VE8a	SfYM	non_sig	-1.0914102679681967
actin_eccentricity	0xSW	mzR6	non_sig	1.0621621081784818
actin_eccentricity	zqLW	nE3W	non_sig	0.4646668905641993
actin_eccentricity	sJYs	1GmU	non_sig	-0.19381846113132328
actin_eccentricity	5Eqp	3i8b	non_sig	0.6912883159026181
actin_eccentricity	bO5c	N2WL	non_sig	-0.05199660902402892
actin_eccentricity	Pt6E	Wv27	non_sig	-0.1448885956820119
actin_eccentricity	u6OD	2vqo	non_sig	0.12106575578097442
actin_eccentricity	An7A	jmSx	non_sig	0.2942695206924614
actin_eccentricity	AAYA	ZFL2	non_sig	-1.4079900768868265
actin_eccentricity	q7VM	3hsM	non_sig	-0.30343209995961634
actin_eccentricity	idSJ	g8oV	non_sig	0.19784894216695056
actin_eccentricity	ST3I	MgFq	non_sig	-1.9753105060157008
actin_eccentricity	pDFG	9kV3	non_sig	-0.9797695151769996
actin_eccentricity	jg9H	DupK	non_sig	-0.34026689022410134
actin_eccentricity	2xT3	bcSx	non_sig	-0.08002777030363555
actin_eccentricity	WRka	9VYP	non_sig	0.4998539594820393
actin_eccentricity	bsFc	pUCg	non_sig	0.9299919230772062
actin_eccentricity	mdh5	NUoJ	non_sig	-0.19349959484498694
actin_eccentricity	YDCO	wIbh	non_sig	0.2777398486042476
actin_eccentricity	ZXjE	84hG	non_sig	0.0613879275371548
actin_eccentricity	AYCq	onKq	non_sig	0.490356764338473
actin_eccentricity	J0Sh	FAx3	non_sig	-0.021850795579348055
actin_eccentricity	cbt3	k8FX	non_sig	0.11909571618069562
actin_eccentricity	2pwo	g4rZ	non_sig	1.9019105409284636
actin_eccentricity	DljW	pHo3	non_sig	0.273589040159899
actin_eccentricity	pTm8	dhbN	non_sig	0.3154204625713838
actin_eccentricity	yEBV	EOuc	non_sig	0.2471077368992326
actin_eccentricity	B5HD	zDBt	non_sig	0.6751655181720089
actin_eccentricity	NTnZ	Naz1	non_sig	1.4903154228107012
actin_eccentricity	8mZ4	65TS	non_sig	-0.14544802820684422
actin_eccentricity	rC5n	RNnu	non_sig	-0.13928555921341748
actin_eccentricity	oxjX	ZuSA	non_sig	-0.3124121197993966
actin_eccentricity	99U7	hl9z	non_sig	0.8005243051141411
actin_eccentricity	cHuw	Jrcf	non_sig	-0.17349172916772812
actin_eccentricity	GLwn	UK9g	non_sig	-0.9360201534371179
actin_eccentricity	F3qq	X96d	non_sig	-1.1848582979282987
actin_eccentricity	Jqxf	5HL0	non_sig	-0.43549240150453605
actin_eccentricity	LaPg	ySJk	non_sig	-0.4525982777813389
actin_eccentricity	lH87	DJEo	non_sig	-0.5615792894119805
actin_eccentricity	ptxd	Phkh	non_sig	-0.6507097958061033
actin_eccentricity	94Gi	CPCs	non_sig	-0.8648276010568594
actin_eccentricity	22Rs	55xG	non_sig	-1.9673339676675399
actin_eccentricity	sYHr	MCzm	non_sig	0.2421130699788737
actin_eccentricity	7KNf	yclI	non_sig	0.018365837946540363
actin_eccentricity	hLtN	so4N	non_sig	-0.9899380728348984
actin_eccentricity	CvTW	3QYU	non_sig	-0.08398554457409449
actin_eccentricity	ln8X	KnCE	non_sig	0.05609416463940916
actin_eccentricity	FJ9m	coLH	non_sig	0.23398645694919726
actin_eccentricity	tpRj	DsF3	non_sig	-0.25376287643072054
actin_eccentricity	07ZC	bE6o	non_sig	0.001113224187086468
actin_eccentricity	zIM0	6jV1	non_sig	0.6807624999268923
actin_eccentricity	gQnE	fBzh	non_sig	-0.6150578158926299
actin_eccentricity	sul6	shCw	non_sig	-0.21976996853240108
actin_eccentricity	iNrW	4hFD	non_sig	-0.08379548892666909
actin_eccentricity	f6YQ	iaLo	non_sig	-0.575862016669449
actin_eccentricity	gkaT	LDhD	non_sig	0.020321337403186698
actin_eccentricity	SthT	fS7x	non_sig	-2.7655512888458555
actin_eccentricity	7GEC	RGuY	non_sig	-0.013112253219898208
actin_eccentricity	jf07	wBz8	non_sig	0.28477802716697775
actin_eccentricity	7XUT	dhLx	non_sig	-2.338249433845939
actin_eccentricity	wPPx	PSEx	non_sig	-0.2833992049371448
actin_eccentricity	wh9g	Yuyk	non_sig	-0.24624429915404594
actin_eccentricity	tnIY	Mm0R	non_sig	0.7235777038573327
actin_eccentricity	AvkH	w9Bn	non_sig	-0.15680070030544904
actin_eccentricity	EeGm	z3yZ	non_sig	0.6174972276731827
actin_eccentricity	VzXp	NFOn	non_sig	-0.9468977745485295
actin_eccentricity	dfTX	nPjS	non_sig	0.7358858735521511
actin_eccentricity	FG0H	9cLS	non_sig	0.2759139792757333
actin_eccentricity	g5L5	Azg6	non_sig	0.1366922177406467
actin_eccentricity	52c0	UgNm	non_sig	0.14612931664771342
actin_eccentricity	Qfel	flbK	non_sig	1.1270866836853382
actin_eccentricity	3RhT	F216	non_sig	-0.029512702896468405
actin_eccentricity	Cn0m	DeZ0	non_sig	-0.5417795758131695
actin_eccentricity	haxi	pfSn	non_sig	1.6547614722292505
actin_eccentricity	m8q7	tQPy	non_sig	0.059131721816149736
actin_eccentricity	JSqE	EAXX	non_sig	0.30328795911545997
actin_eccentricity	1gXS	C2M3	non_sig	0.5924893033627924
actin_eccentricity	ZnoJ	ileP	non_sig	1.3232280028900538
actin_eccentricity	00AN	PPoa	non_sig	0.10633732920415141
actin_eccentricity	ZpHQ	gmHV	non_sig	0.5823940733771371
actin_eccentricity	OX3W	dTUw	non_sig	0.7268568450976235
actin_eccentricity	1AOL	p5U8	non_sig	0.14115022519954498
actin_eccentricity	vUCv	2sdR	non_sig	0.4590295782746211
actin_eccentricity	UjBf	bKzS	non_sig	-0.5428322180029954
actin_eccentricity	tSQp	r97O	non_sig	0.006715762183629067
actin_eccentricity	kSiZ	KW74	non_sig	-1.1600669776328496
actin_eccentricity	5xoK	aumJ	non_sig	-0.016135143729900596
actin_eccentricity	xq9K	sexi	non_sig	-0.8723882684981341
actin_eccentricity	eP2x	8yNZ	non_sig	0.84708920707939
actin_eccentricity	2bVi	mogh	non_sig	-0.6015881558279749
actin_eccentricity	vUa6	pJ22	non_sig	0.25973647266430444
actin_eccentricity	xzRe	msua	non_sig	-0.40782304327938423
actin_eccentricity	dTmE	GQQW	non_sig	-1.0187021805345793
actin_eccentricity	35jp	YOEc	non_sig	0.22755019832200252
actin_eccentricity	1N3O	m3OR	non_sig	-0.22332119579189588
actin_eccentricity	M7Cp	fit6	non_sig	0.4460375589684318
actin_eccentricity	sBcR	dV1x	non_sig	-0.21089857180487118
actin_eccentricity	X1HC	SBlh	non_sig	-1.2110694198137246
actin_eccentricity	9L5h	w57e	non_sig	0.08712830292381822
actin_eccentricity	hAMl	cRC7	non_sig	-0.6843057207587646
actin_eccentricity	tdUg	7lXh	non_sig	-0.3192900773411403
actin_eccentricity	ub2I	NuVT	non_sig	-0.6260071643572369
actin_eccentricity	0ZQ5	aDpT	non_sig	0.4828803246691142
actin_eccentricity	8rDe	x6qt	non_sig	-0.19429379963558788
actin_eccentricity	oHYy	UCDp	non_sig	-1.386760471861827
actin_eccentricity	iIhU	T2wI	non_sig	-0.12485987366458584
actin_eccentricity	AIIo	9e3h	non_sig	0.9781385301900614
actin_eccentricity	YlPp	xDwl	non_sig	0.12687530495353452
actin_eccentricity	6yMg	dNmA	non_sig	-0.29934825810107596
actin_eccentricity	7xIs	TAnf	non_sig	0.06310499969155964
actin_eccentricity	ReEE	dMhy	non_sig	-0.22320229313095644
actin_eccentricity	cZFI	CsXK	non_sig	0.3247156698439421
actin_eccentricity	GSAt	k6Hn	non_sig	-0.1431770676196441
actin_eccentricity	oiAt	WUaQ	non_sig	-0.20419933670556029
actin_eccentricity	NW3G	g3kL	non_sig	0.43699679311995043
actin_eccentricity	FsXu	8vNW	non_sig	0.919718245368748
actin_eccentricity	t3bK	aAKN	non_sig	0.03909194114007154
actin_eccentricity	QWfC	kmqz	non_sig	0.2027084306586922
actin_eccentricity	pQEA	BUNl	non_sig	0.1000924683501671
actin_eccentricity	G4zk	5Jb5	non_sig	-0.5258807001663967
actin_eccentricity	nws5	m0b6	non_sig	0.11062188549007194
actin_eccentricity	OGkH	h7ll	non_sig	0.19925286699386932
actin_eccentricity	SgmJ	zlao	non_sig	0.21501167382128394
actin_eccentricity	k2PD	FwnR	non_sig	0.13978538585758293
actin_eccentricity	SckQ	F612	non_sig	0.46121871491569416
actin_eccentricity	dlOA	HFSI	non_sig	-0.17280189450258926
actin_eccentricity	EAdZ	rhNI	non_sig	0.4974014906360843
actin_eccentricity	1o9i	4aNH	non_sig	0.1399304733131633
actin_eccentricity	i2BL	KCxe	non_sig	-0.565014738057209
actin_eccentricity	s7Hk	sX0l	non_sig	0.4531379138172443
actin_eccentricity	7Rli	cHcN	non_sig	0.19462198010446785
actin_eccentricity	8z38	K15J	non_sig	0.08993237670101785
actin_eccentricity	Y4hl	5mx4	non_sig	-0.17639634767931822
actin_eccentricity	c8Dq	Antf	non_sig	0.30921284553504713
actin_eccentricity	rHp3	kIu2	non_sig	0.6971994103537373
actin_eccentricity	Z2qi	19of	non_sig	0.5092298473526555
actin_eccentricity	YZLg	g1wy	non_sig	0.04753332791664639
actin_eccentricity	t9T0	2est	non_sig	-0.28840460703139004
actin_eccentricity	yIkh	GLWQ	non_sig	0.8892394956111102
actin_eccentricity	6eip	f6es	non_sig	0.20078277722726867
actin_eccentricity	86qt	5LIF	non_sig	-0.016527951876614728
actin_eccentricity	N8FP	pKXK	non_sig	-0.23715590436357017
actin_eccentricity	BFZi	ZOpX	non_sig	-0.08097277056773043
actin_eccentricity	QL7W	hymG	non_sig	0.42833307432872264
actin_eccentricity	OwTI	d7hs	non_sig	-0.19613471503873187
actin_eccentricity	UNqY	Ksak	non_sig	-0.6785829864171719
actin_eccentricity	eslU	8PWc	non_sig	-0.3754184545082798
actin_eccentricity	6P6h	1DrC	non_sig	-0.06842564578372844
actin_eccentricity	gWLy	ITen	non_sig	-0.0997372280664234
actin_eccentricity	QwnQ	Py7b	non_sig	-0.05345199273836173
actin_eccentricity	jlNe	upd0	non_sig	0.9190000052658817
actin_eccentricity	pbo7	wNrR	non_sig	0.33166601884637975
actin_eccentricity	91lF	mIy3	non_sig	0.15102181612188836
actin_eccentricity	UwI7	orxN	non_sig	0.05339228297052869
actin_eccentricity	rRmW	u3z9	non_sig	-0.6961519636563418
actin_eccentricity	VpC2	fX9I	non_sig	-0.07464703769198151
actin_eccentricity	ygQt	LGOv	non_sig	0.5624492367081206
actin_eccentricity	SMLB	zsNz	non_sig	0.31762219069179626
actin_eccentricity	2rV3	LCbh	non_sig	-0.3687757273358015
actin_eccentricity	MeXS	ckXy	non_sig	0.4167093303072893
actin_eccentricity	o5qV	ikZH	non_sig	-0.4417242857195884
actin_eccentricity	X2sc	6o73	non_sig	0.45900580559661824
actin_eccentricity	4KN9	Y4lv	non_sig	-2.3843027150857754
actin_eccentricity	dGjn	E9Kj	non_sig	-0.265117665572825
actin_eccentricity	DXdF	Zyxa	non_sig	-0.2296237738455036
actin_eccentricity	WXTA	ODUg	non_sig	0.07440659480951284
actin_eccentricity	0mr1	WQtm	non_sig	-0.1301460179192476
actin_eccentricity	yNFq	7wUf	non_sig	-0.10734295225630078
actin_eccentricity	Onje	T1Sp	non_sig	-0.23539601461344412
actin_eccentricity	bdHt	vPqR	non_sig	-0.2286771752875837
actin_eccentricity	4T6W	atoo	non_sig	-0.4270070258288832
actin_eccentricity	Sgc6	PERO	non_sig	-0.5599264947988435
actin_eccentricity	E3KJ	sXEC	non_sig	-0.06788257421824545
actin_eccentricity	xWka	HrGH	non_sig	-0.9727161700143708
actin_eccentricity	9RwP	Mp8s	non_sig	-0.5119130838434539
actin_eccentricity	gp3B	LLex	non_sig	-0.22932525824248387
actin_eccentricity	jqAH	bTyq	non_sig	-0.43351657422239337
actin_eccentricity	KeRK	J4Yc	non_sig	-0.9445257538586972
actin_eccentricity	SMEJ	XRBg	non_sig	-0.8116926529419126
actin_eccentricity	zsE4	rmG1	non_sig	0.882880186054738
actin_eccentricity	vRFW	i4BO	non_sig	-0.3822241040444969
actin_eccentricity	2gng	vYeI	non_sig	-0.4493972080399752
actin_eccentricity	hKz9	Eq4R	non_sig	0.3643852815873109
actin_eccentricity	iQmT	qre8	non_sig	0.17025158624192424
actin_eccentricity	4ira	yhgX	non_sig	0.9006038854723405
actin_eccentricity	6Pcs	E8Oz	non_sig	-0.3655199940024426
actin_eccentricity	NQpj	jMbu	non_sig	0.5431423435645786
actin_eccentricity	lwqV	vevS	non_sig	0.3522649230980475
actin_eccentricity	4Y9w	Kqiw	non_sig	0.4165102434187158
actin_eccentricity	OzCL	VMCV	non_sig	-0.5191351113854551
actin_eccentricity	o5uQ	fpu8	non_sig	-0.15175091048043593
actin_eccentricity	amTE	OcvV	non_sig	-0.13659748144730707
actin_eccentricity	MOgR	Ks1w	non_sig	-0.25314757092101947
actin_eccentricity	OOAu	DCY6	non_sig	-0.1969471845168979
actin_eccentricity	8oCS	Hh2H	non_sig	0.1645074644481819
actin_eccentricity	IVhv	j5Hv	non_sig	0.5897556529271942
actin_eccentricity	Hfqq	4EOX	non_sig	0.7045367125431004
actin_eccentricity	fLtB	2Ef9	non_sig	-0.5881587433066252
actin_eccentricity	9EUu	BXau	non_sig	-1.2022256553525614
actin_eccentricity	RfmY	K71h	non_sig	0.07231870397860204
actin_eccentricity	SGAb	I6Qq	non_sig	-0.42558556629061506
actin_eccentricity	IjoU	SZRn	non_sig	-0.47036237104805056
actin_eccentricity	NENX	1wwu	non_sig	-0.7080403890996351
actin_eccentricity	Q1FR	BE5u	non_sig	0.7299866812952123
actin_eccentricity	LzWq	EelL	non_sig	0.25881002970456857
actin_eccentricity	ET8t	5uoI	non_sig	0.37323143370716
actin_eccentricity	Xe8R	vSnI	non_sig	0.8368817513297645
actin_eccentricity	QSbk	F82x	non_sig	0.25062388812992203
actin_eccentricity	kdXQ	eiUq	non_sig	0.6176584711605811
actin_eccentricity	yFVd	tQzv	non_sig	-0.41897383400882726
actin_eccentricity	b7Ed	zbHi	non_sig	0.13852018139712263
actin_eccentricity	TzMJ	HNme	non_sig	0.8500583049633544
actin_eccentricity	8NbI	tF2V	non_sig	-0.145481859885376
actin_eccentricity	xmi5	w3pi	non_sig	-0.22312836576280812
actin_eccentricity	8H0m	0BC1	non_sig	-0.10087623089813097
actin_eccentricity	Jo99	iBkS	non_sig	0.31223349601089007
actin_eccentricity	GrMr	qbFA	non_sig	-0.5739565842831138
actin_eccentricity	oy6z	nSn8	non_sig	0.11460528457348143
actin_eccentricity	3obz	CafC	non_sig	0.041008063898423194
actin_eccentricity	VktP	vNFk	non_sig	-0.3974819744351909
actin_eccentricity	Kwzh	8XY1	non_sig	1.4962878297574729
actin_eccentricity	PJ4H	VCMq	non_sig	-0.03504725415594188
actin_eccentricity	WrQ3	mZta	non_sig	-0.12622381469400773
actin_eccentricity	r73n	iNlt	non_sig	0.8521125401811807
actin_eccentricity	Mm2o	85PO	non_sig	0.2664214453215075
actin_eccentricity	GC8L	cVC5	non_sig	0.16270105583328154
actin_eccentricity	eHRD	bqWU	non_sig	-0.11531169986224726
actin_eccentricity	AW3D	86S7	non_sig	-0.5075336778421738
actin_eccentricity	bfgc	C6VY	non_sig	0.03032384786698202
actin_eccentricity	HBhM	0VVk	non_sig	0.188344122884491
actin_eccentricity	Hpry	yLWr	non_sig	0.07588814019781472
actin_eccentricity	ZpZC	5Hj7	non_sig	-0.027971798224427535
actin_eccentricity	mpvG	7Vm8	non_sig	-0.9161223225364046
actin_eccentricity	pbzE	f3uX	non_sig	0.9894057136756447
actin_eccentricity	8nIo	VyF3	non_sig	0.3498441713497741
actin_eccentricity	j3Ul	5l8v	non_sig	0.047877138268794764
actin_eccentricity	Z1KX	lT94	non_sig	-0.12179874795108003
actin_eccentricity	LUGP	tWoW	non_sig	0.3600263334389506
actin_eccentricity	6ynE	17KS	non_sig	-0.07492225133091328
actin_eccentricity	VIcs	upZm	non_sig	-0.26762516162920347
actin_eccentricity	BiRE	6cpl	non_sig	0.4343045121411941
actin_eccentricity	kJa6	KyE4	non_sig	-0.7457588613231462
actin_eccentricity	DCxN	RuCe	non_sig	1.4845567227282286
actin_eccentricity	nHBY	POTn	non_sig	0.637842218751731
actin_eccentricity	hTmE	lWM4	non_sig	-1.282751479747324
actin_eccentricity	GvkS	0YU1	non_sig	-0.8041226893683651
actin_eccentricity	txX1	6gS3	non_sig	-0.35086405918488667
actin_eccentricity	mmZE	rK3b	non_sig	0.6733686808875905
actin_eccentricity	rW9t	Gb70	non_sig	0.08246254826116096
actin_eccentricity	9haP	3Ev4	non_sig	-0.3020719002042481
actin_eccentricity	WUUN	gZHp	non_sig	-0.2544173132374177
actin_eccentricity	kQw6	uIQT	non_sig	0.0152770768450062
actin_eccentricity	9uCA	gLFw	non_sig	-0.3453955137733561
actin_eccentricity	coRE	MZgX	non_sig	1.985377119337318
actin_eccentricity	ImNy	6KDN	non_sig	0.6266857362118665
actin_eccentricity	gGmG	tuPJ	non_sig	0.4952463041219548
actin_eccentricity	eyIN	sDpw	non_sig	0.33319519519974106
actin_eccentricity	ZPcG	eI4N	non_sig	-0.09539023643619807
actin_eccentricity	nmfJ	JqwQ	non_sig	-0.3973108282308218
actin_eccentricity	IzUL	uHl5	non_sig	-0.11727038174747335
actin_eccentricity	Weye	GuEb	non_sig	0.5314849453328568
actin_eccentricity	P6Zp	B12c	non_sig	-0.7447073440689376
actin_eccentricity	2aYB	Jdav	non_sig	-0.707627553450846
actin_eccentricity	tMtf	wSGc	non_sig	0.8009928837633795
actin_eccentricity	83Yc	ehwR	non_sig	-1.2549432763380068
actin_eccentricity	Ge1p	r3qK	non_sig	-0.5119717252434801
actin_eccentricity	3b4k	7fmi	non_sig	-0.5408190290230923
actin_eccentricity	RNrr	qCe9	non_sig	-0.031147722447031366
actin_eccentricity	fJ1T	ZaOb	non_sig	0.3905576473582073
actin_eccentricity	kNMV	maEr	non_sig	0.07308486154669637
actin_eccentricity	OI0O	erjF	non_sig	0.677485525524793
actin_eccentricity	JPRR	Kes0	non_sig	-2.3697535888773316
actin_eccentricity	lrQH	McnC	non_sig	-0.37590699528123445
actin_eccentricity	1nJ3	gwxI	non_sig	1.1102159321335023
actin_eccentricity	XPjv	iGmV	non_sig	-0.2547754548563177
actin_eccentricity	WOto	qzb5	non_sig	-0.7695568073175644
actin_eccentricity	21D8	E5mF	non_sig	-0.1712692378963824
actin_eccentricity	dJqU	2wUJ	non_sig	-0.28598494745894054
actin_eccentricity	S3Y6	q91l	non_sig	1.623649722159899
actin_eccentricity	EC80	zSmF	non_sig	0.6962216863739453
actin_eccentricity	NewK	ogIa	non_sig	-0.015923996548780066
actin_eccentricity	NWBO	nnOQ	non_sig	-0.1770012145729809
actin_eccentricity	B1dC	AF4U	non_sig	-0.8257562210006639
actin_eccentricity	FWcQ	rRhu	non_sig	0.36515851360065954
actin_eccentricity	zSNd	fD8y	non_sig	-0.15370222557502017
actin_eccentricity	pi43	PhdP	non_sig	0.8961143690774269
